CSDUID,CSD,Period,IndicatorSummaryDescription,UnitOfMeasure,OriginalValue
4805046,Linden,2013,New Temp. Residents,,10.00000
4808022,Lacombe County,2001,New Temp. Residents,,0.00000
4808022,Lacombe County,2002,New Temp. Residents,,0.00000
4808022,Lacombe County,2003,New Temp. Residents,,0.00000
4808022,Lacombe County,2004,New Temp. Residents,,0.00000
4808022,Lacombe County,2005,New Temp. Residents,,0.00000
4808022,Lacombe County,2006,New Temp. Residents,,0.00000
4808022,Lacombe County,2007,New Temp. Residents,,0.00000
4808022,Lacombe County,2008,New Temp. Residents,,0.00000
4808022,Lacombe County,2009,New Temp. Residents,,0.00000
4808022,Lacombe County,2010,New Temp. Residents,,0.00000
4808022,Lacombe County,2011,New Temp. Residents,,0.00000
4808022,Lacombe County,2012,New Temp. Residents,,5.00000
4808022,Lacombe County,2013,New Temp. Residents,,0.00000
4808022,Lacombe County,2014,New Temp. Residents,,0.00000
4808004,Delburne,2014,New Temp. Residents,,0.00000
4808004,Delburne,2001,New Temp. Residents,,0.00000
4808004,Delburne,2002,New Temp. Residents,,0.00000
4808004,Delburne,2003,New Temp. Residents,,0.00000
4808004,Delburne,2004,New Temp. Residents,,0.00000
4808004,Delburne,2005,New Temp. Residents,,0.00000
4808004,Delburne,2006,New Temp. Residents,,0.00000
4808004,Delburne,2007,New Temp. Residents,,0.00000
4808004,Delburne,2008,New Temp. Residents,,0.00000
4808004,Delburne,2009,New Temp. Residents,,0.00000
4808004,Delburne,2010,New Temp. Residents,,0.00000
4808004,Delburne,2011,New Temp. Residents,,0.00000
4808004,Delburne,2012,New Temp. Residents,,0.00000
4808004,Delburne,2013,New Temp. Residents,,0.00000
4808006,Bowden,2001,New Temp. Residents,,0.00000
4808006,Bowden,2002,New Temp. Residents,,0.00000
4808006,Bowden,2003,New Temp. Residents,,0.00000
4808006,Bowden,2004,New Temp. Residents,,0.00000
4808006,Bowden,2005,New Temp. Residents,,0.00000
4808006,Bowden,2006,New Temp. Residents,,0.00000
4808006,Bowden,2007,New Temp. Residents,,0.00000
4808006,Bowden,2008,New Temp. Residents,,0.00000
4808006,Bowden,2009,New Temp. Residents,,0.00000
4808006,Bowden,2010,New Temp. Residents,,0.00000
4808006,Bowden,2011,New Temp. Residents,,0.00000
4808006,Bowden,2012,New Temp. Residents,,0.00000
4808006,Bowden,2013,New Temp. Residents,,0.00000
4808006,Bowden,2014,New Temp. Residents,,0.00000
4808008,Innisfail,2014,New Temp. Residents,,80.00000
4808008,Innisfail,2001,New Temp. Residents,,10.00000
4808008,Innisfail,2002,New Temp. Residents,,25.00000
4808008,Innisfail,2003,New Temp. Residents,,10.00000
4808008,Innisfail,2004,New Temp. Residents,,15.00000
4808008,Innisfail,2005,New Temp. Residents,,20.00000
4808008,Innisfail,2006,New Temp. Residents,,30.00000
4808008,Innisfail,2007,New Temp. Residents,,40.00000
4808008,Innisfail,2008,New Temp. Residents,,45.00000
4808008,Innisfail,2009,New Temp. Residents,,100.00000
4808008,Innisfail,2010,New Temp. Residents,,95.00000
4808008,Innisfail,2011,New Temp. Residents,,85.00000
4808008,Innisfail,2012,New Temp. Residents,,135.00000
4808008,Innisfail,2013,New Temp. Residents,,80.00000
4808009,Penhold,2001,New Temp. Residents,,0.00000
4808009,Penhold,2002,New Temp. Residents,,0.00000
4808009,Penhold,2003,New Temp. Residents,,0.00000
4808009,Penhold,2004,New Temp. Residents,,0.00000
4808009,Penhold,2005,New Temp. Residents,,0.00000
4808009,Penhold,2006,New Temp. Residents,,0.00000
4808009,Penhold,2007,New Temp. Residents,,0.00000
4808009,Penhold,2008,New Temp. Residents,,0.00000
4808009,Penhold,2009,New Temp. Residents,,0.00000
4808009,Penhold,2010,New Temp. Residents,,15.00000
4808009,Penhold,2011,New Temp. Residents,,30.00000
4808009,Penhold,2012,New Temp. Residents,,35.00000
4808009,Penhold,2013,New Temp. Residents,,20.00000
4808009,Penhold,2014,New Temp. Residents,,5.00000
4808024,Eckville,2014,New Temp. Residents,,10.00000
4808024,Eckville,2001,New Temp. Residents,,0.00000
4808024,Eckville,2002,New Temp. Residents,,0.00000
4808024,Eckville,2003,New Temp. Residents,,5.00000
4808024,Eckville,2004,New Temp. Residents,,0.00000
4808024,Eckville,2005,New Temp. Residents,,5.00000
4808024,Eckville,2006,New Temp. Residents,,0.00000
4808024,Eckville,2007,New Temp. Residents,,0.00000
4808024,Eckville,2008,New Temp. Residents,,0.00000
4808024,Eckville,2009,New Temp. Residents,,5.00000
4808024,Eckville,2010,New Temp. Residents,,0.00000
4808024,Eckville,2011,New Temp. Residents,,0.00000
4808024,Eckville,2012,New Temp. Residents,,10.00000
4808024,Eckville,2013,New Temp. Residents,,5.00000
4808026,Bentley,2001,New Temp. Residents,,0.00000
4808026,Bentley,2002,New Temp. Residents,,0.00000
4808026,Bentley,2003,New Temp. Residents,,0.00000
4808026,Bentley,2004,New Temp. Residents,,0.00000
4808026,Bentley,2005,New Temp. Residents,,0.00000
4808026,Bentley,2006,New Temp. Residents,,0.00000
4808026,Bentley,2007,New Temp. Residents,,0.00000
4808026,Bentley,2008,New Temp. Residents,,0.00000
4808026,Bentley,2009,New Temp. Residents,,5.00000
4808026,Bentley,2010,New Temp. Residents,,0.00000
4808026,Bentley,2011,New Temp. Residents,,10.00000
4808026,Bentley,2012,New Temp. Residents,,0.00000
4808026,Bentley,2013,New Temp. Residents,,5.00000
4808026,Bentley,2014,New Temp. Residents,,10.00000
4808029,Blackfalds,2014,New Temp. Residents,,55.00000
4808029,Blackfalds,2001,New Temp. Residents,,0.00000
4808029,Blackfalds,2002,New Temp. Residents,,0.00000
4808029,Blackfalds,2003,New Temp. Residents,,0.00000
4808029,Blackfalds,2004,New Temp. Residents,,5.00000
4808029,Blackfalds,2005,New Temp. Residents,,0.00000
4808029,Blackfalds,2006,New Temp. Residents,,5.00000
4808029,Blackfalds,2007,New Temp. Residents,,0.00000
4808029,Blackfalds,2008,New Temp. Residents,,5.00000
4808029,Blackfalds,2009,New Temp. Residents,,10.00000
4808029,Blackfalds,2010,New Temp. Residents,,25.00000
4808029,Blackfalds,2011,New Temp. Residents,,30.00000
4808029,Blackfalds,2012,New Temp. Residents,,40.00000
4808029,Blackfalds,2013,New Temp. Residents,,55.00000
4807028,Rochon Sands,2001,New Temp. Residents,,0.00000
4807028,Rochon Sands,2002,New Temp. Residents,,0.00000
4807028,Rochon Sands,2003,New Temp. Residents,,0.00000
4807028,Rochon Sands,2004,New Temp. Residents,,0.00000
4807028,Rochon Sands,2005,New Temp. Residents,,0.00000
4807028,Rochon Sands,2006,New Temp. Residents,,0.00000
4807028,Rochon Sands,2007,New Temp. Residents,,0.00000
4807028,Rochon Sands,2008,New Temp. Residents,,0.00000
4807028,Rochon Sands,2009,New Temp. Residents,,0.00000
4807028,Rochon Sands,2010,New Temp. Residents,,0.00000
4807028,Rochon Sands,2011,New Temp. Residents,,0.00000
4807028,Rochon Sands,2012,New Temp. Residents,,0.00000
4807028,Rochon Sands,2013,New Temp. Residents,,0.00000
4807028,Rochon Sands,2014,New Temp. Residents,,0.00000
4807029,Donalda,2014,New Temp. Residents,,0.00000
4807029,Donalda,2001,New Temp. Residents,,0.00000
4807029,Donalda,2002,New Temp. Residents,,0.00000
4807029,Donalda,2003,New Temp. Residents,,0.00000
4807029,Donalda,2004,New Temp. Residents,,0.00000
4807029,Donalda,2005,New Temp. Residents,,0.00000
4807029,Donalda,2006,New Temp. Residents,,0.00000
4807029,Donalda,2007,New Temp. Residents,,0.00000
4807029,Donalda,2008,New Temp. Residents,,0.00000
4807029,Donalda,2009,New Temp. Residents,,0.00000
4807029,Donalda,2010,New Temp. Residents,,0.00000
4807029,Donalda,2011,New Temp. Residents,,0.00000
4807029,Donalda,2012,New Temp. Residents,,0.00000
4807029,Donalda,2013,New Temp. Residents,,0.00000
4807031,Flagstaff County,2001,New Temp. Residents,,0.00000
4807031,Flagstaff County,2002,New Temp. Residents,,0.00000
4807031,Flagstaff County,2003,New Temp. Residents,,0.00000
4807031,Flagstaff County,2004,New Temp. Residents,,0.00000
4807031,Flagstaff County,2005,New Temp. Residents,,0.00000
4807031,Flagstaff County,2006,New Temp. Residents,,0.00000
4807031,Flagstaff County,2007,New Temp. Residents,,0.00000
4807031,Flagstaff County,2008,New Temp. Residents,,0.00000
4807031,Flagstaff County,2009,New Temp. Residents,,0.00000
4807031,Flagstaff County,2010,New Temp. Residents,,0.00000
4807031,Flagstaff County,2011,New Temp. Residents,,0.00000
4807031,Flagstaff County,2012,New Temp. Residents,,0.00000
4807031,Flagstaff County,2013,New Temp. Residents,,0.00000
4807031,Flagstaff County,2014,New Temp. Residents,,0.00000
4807032,Alliance,2014,New Temp. Residents,,0.00000
4807032,Alliance,2001,New Temp. Residents,,0.00000
4807032,Alliance,2002,New Temp. Residents,,0.00000
4807032,Alliance,2003,New Temp. Residents,,0.00000
4807032,Alliance,2004,New Temp. Residents,,0.00000
4807032,Alliance,2005,New Temp. Residents,,0.00000
4807032,Alliance,2006,New Temp. Residents,,0.00000
4807032,Alliance,2007,New Temp. Residents,,0.00000
4807032,Alliance,2008,New Temp. Residents,,0.00000
4807032,Alliance,2009,New Temp. Residents,,0.00000
4807032,Alliance,2010,New Temp. Residents,,0.00000
4807032,Alliance,2011,New Temp. Residents,,0.00000
4807032,Alliance,2012,New Temp. Residents,,0.00000
4807032,Alliance,2013,New Temp. Residents,,0.00000
4807036,Forestburg,2001,New Temp. Residents,,5.00000
4807036,Forestburg,2002,New Temp. Residents,,0.00000
4807036,Forestburg,2003,New Temp. Residents,,5.00000
4807036,Forestburg,2004,New Temp. Residents,,0.00000
4807036,Forestburg,2005,New Temp. Residents,,0.00000
4807036,Forestburg,2006,New Temp. Residents,,10.00000
4807036,Forestburg,2007,New Temp. Residents,,5.00000
4807036,Forestburg,2008,New Temp. Residents,,10.00000
4807036,Forestburg,2009,New Temp. Residents,,0.00000
4807036,Forestburg,2010,New Temp. Residents,,0.00000
4807036,Forestburg,2011,New Temp. Residents,,0.00000
4807036,Forestburg,2012,New Temp. Residents,,5.00000
4807036,Forestburg,2013,New Temp. Residents,,0.00000
4807036,Forestburg,2014,New Temp. Residents,,0.00000
4811016,Leduc,2014,New Temp. Residents,,485.00000
4811016,Leduc,2001,New Temp. Residents,,35.00000
4811016,Leduc,2002,New Temp. Residents,,45.00000
4811016,Leduc,2003,New Temp. Residents,,30.00000
4811016,Leduc,2004,New Temp. Residents,,30.00000
4811016,Leduc,2005,New Temp. Residents,,20.00000
4811016,Leduc,2006,New Temp. Residents,,35.00000
4811016,Leduc,2007,New Temp. Residents,,70.00000
4811016,Leduc,2008,New Temp. Residents,,125.00000
4811016,Leduc,2009,New Temp. Residents,,200.00000
4811016,Leduc,2010,New Temp. Residents,,205.00000
4811016,Leduc,2011,New Temp. Residents,,320.00000
4811016,Leduc,2012,New Temp. Residents,,445.00000
4811016,Leduc,2013,New Temp. Residents,,465.00000
4807008,Amisk,2001,New Temp. Residents,,0.00000
4807008,Amisk,2002,New Temp. Residents,,0.00000
4807008,Amisk,2003,New Temp. Residents,,0.00000
4807008,Amisk,2004,New Temp. Residents,,0.00000
4807008,Amisk,2005,New Temp. Residents,,0.00000
4807008,Amisk,2006,New Temp. Residents,,0.00000
4807008,Amisk,2007,New Temp. Residents,,0.00000
4807008,Amisk,2008,New Temp. Residents,,0.00000
4807008,Amisk,2009,New Temp. Residents,,0.00000
4807008,Amisk,2010,New Temp. Residents,,0.00000
4807008,Amisk,2011,New Temp. Residents,,0.00000
4807008,Amisk,2012,New Temp. Residents,,0.00000
4807008,Amisk,2013,New Temp. Residents,,0.00000
4807008,Amisk,2014,New Temp. Residents,,0.00000
4807012,Coronation,2014,New Temp. Residents,,0.00000
4807012,Coronation,2001,New Temp. Residents,,0.00000
4807012,Coronation,2002,New Temp. Residents,,0.00000
4807012,Coronation,2003,New Temp. Residents,,0.00000
4807012,Coronation,2004,New Temp. Residents,,0.00000
4807012,Coronation,2005,New Temp. Residents,,0.00000
4807012,Coronation,2006,New Temp. Residents,,0.00000
4807012,Coronation,2007,New Temp. Residents,,0.00000
4807012,Coronation,2008,New Temp. Residents,,0.00000
4807012,Coronation,2009,New Temp. Residents,,0.00000
4807012,Coronation,2010,New Temp. Residents,,0.00000
4807012,Coronation,2011,New Temp. Residents,,0.00000
4807012,Coronation,2012,New Temp. Residents,,0.00000
4807012,Coronation,2013,New Temp. Residents,,5.00000
4807014,Castor,2001,New Temp. Residents,,0.00000
4807014,Castor,2002,New Temp. Residents,,0.00000
4807014,Castor,2003,New Temp. Residents,,0.00000
4807014,Castor,2004,New Temp. Residents,,0.00000
4807014,Castor,2005,New Temp. Residents,,0.00000
4807014,Castor,2006,New Temp. Residents,,0.00000
4807014,Castor,2007,New Temp. Residents,,0.00000
4807014,Castor,2008,New Temp. Residents,,0.00000
4807014,Castor,2009,New Temp. Residents,,0.00000
4807014,Castor,2010,New Temp. Residents,,5.00000
4807014,Castor,2011,New Temp. Residents,,0.00000
4807014,Castor,2012,New Temp. Residents,,5.00000
4807014,Castor,2013,New Temp. Residents,,0.00000
4807014,Castor,2014,New Temp. Residents,,10.00000
4807016,Halkirk,2014,New Temp. Residents,,0.00000
4807016,Halkirk,2001,New Temp. Residents,,0.00000
4807016,Halkirk,2002,New Temp. Residents,,0.00000
4807016,Halkirk,2003,New Temp. Residents,,0.00000
4807016,Halkirk,2004,New Temp. Residents,,0.00000
4807016,Halkirk,2005,New Temp. Residents,,0.00000
4807016,Halkirk,2006,New Temp. Residents,,0.00000
4807016,Halkirk,2007,New Temp. Residents,,0.00000
4807016,Halkirk,2008,New Temp. Residents,,0.00000
4807016,Halkirk,2009,New Temp. Residents,,0.00000
4807016,Halkirk,2010,New Temp. Residents,,0.00000
4807016,Halkirk,2011,New Temp. Residents,,0.00000
4807016,Halkirk,2012,New Temp. Residents,,0.00000
4807016,Halkirk,2013,New Temp. Residents,,0.00000
4807039,Daysland,2001,New Temp. Residents,,0.00000
4807039,Daysland,2002,New Temp. Residents,,0.00000
4807039,Daysland,2003,New Temp. Residents,,0.00000
4807039,Daysland,2004,New Temp. Residents,,0.00000
4807039,Daysland,2005,New Temp. Residents,,0.00000
4807039,Daysland,2006,New Temp. Residents,,0.00000
4807039,Daysland,2007,New Temp. Residents,,0.00000
4807039,Daysland,2008,New Temp. Residents,,0.00000
4807039,Daysland,2009,New Temp. Residents,,0.00000
4807039,Daysland,2010,New Temp. Residents,,0.00000
4807039,Daysland,2011,New Temp. Residents,,0.00000
4807039,Daysland,2012,New Temp. Residents,,0.00000
4807039,Daysland,2013,New Temp. Residents,,0.00000
4807039,Daysland,2014,New Temp. Residents,,0.00000
4807042,Killam,2014,New Temp. Residents,,0.00000
4807042,Killam,2001,New Temp. Residents,,0.00000
4807042,Killam,2002,New Temp. Residents,,0.00000
4807042,Killam,2003,New Temp. Residents,,0.00000
4807042,Killam,2004,New Temp. Residents,,0.00000
4807042,Killam,2005,New Temp. Residents,,0.00000
4807042,Killam,2006,New Temp. Residents,,0.00000
4807042,Killam,2007,New Temp. Residents,,5.00000
4807042,Killam,2008,New Temp. Residents,,0.00000
4807042,Killam,2009,New Temp. Residents,,0.00000
4807042,Killam,2010,New Temp. Residents,,0.00000
4807042,Killam,2011,New Temp. Residents,,0.00000
4807042,Killam,2012,New Temp. Residents,,0.00000
4807042,Killam,2013,New Temp. Residents,,0.00000
4810001,Camrose County,2001,New Temp. Residents,,0.00000
4810001,Camrose County,2002,New Temp. Residents,,0.00000
4810001,Camrose County,2003,New Temp. Residents,,0.00000
4810001,Camrose County,2004,New Temp. Residents,,0.00000
4810001,Camrose County,2005,New Temp. Residents,,0.00000
4810001,Camrose County,2006,New Temp. Residents,,0.00000
4810001,Camrose County,2007,New Temp. Residents,,0.00000
4810001,Camrose County,2008,New Temp. Residents,,0.00000
4810001,Camrose County,2009,New Temp. Residents,,0.00000
4810001,Camrose County,2010,New Temp. Residents,,0.00000
4810001,Camrose County,2011,New Temp. Residents,,0.00000
4810001,Camrose County,2012,New Temp. Residents,,0.00000
4810001,Camrose County,2013,New Temp. Residents,,0.00000
4810001,Camrose County,2014,New Temp. Residents,,0.00000
4811056,Fort Saskatchewan,2014,New Temp. Residents,,455.00000
4811056,Fort Saskatchewan,2001,New Temp. Residents,,135.00000
4811056,Fort Saskatchewan,2002,New Temp. Residents,,85.00000
4811056,Fort Saskatchewan,2003,New Temp. Residents,,90.00000
4811056,Fort Saskatchewan,2004,New Temp. Residents,,70.00000
4811056,Fort Saskatchewan,2005,New Temp. Residents,,35.00000
4811056,Fort Saskatchewan,2006,New Temp. Residents,,65.00000
4811056,Fort Saskatchewan,2007,New Temp. Residents,,55.00000
4811056,Fort Saskatchewan,2008,New Temp. Residents,,105.00000
4811056,Fort Saskatchewan,2009,New Temp. Residents,,190.00000
4811056,Fort Saskatchewan,2010,New Temp. Residents,,195.00000
4811056,Fort Saskatchewan,2011,New Temp. Residents,,380.00000
4811056,Fort Saskatchewan,2012,New Temp. Residents,,290.00000
4811056,Fort Saskatchewan,2013,New Temp. Residents,,315.00000
4811061,Edmonton,2001,New Temp. Residents,,6570.00000
4811061,Edmonton,2002,New Temp. Residents,,7170.00000
4811061,Edmonton,2003,New Temp. Residents,,6835.00000
4811061,Edmonton,2004,New Temp. Residents,,6510.00000
4811061,Edmonton,2005,New Temp. Residents,,6855.00000
4811061,Edmonton,2006,New Temp. Residents,,7335.00000
4811061,Edmonton,2007,New Temp. Residents,,8695.00000
4811061,Edmonton,2008,New Temp. Residents,,14060.00000
4811061,Edmonton,2009,New Temp. Residents,,18895.00000
4811061,Edmonton,2010,New Temp. Residents,,16840.00000
4811061,Edmonton,2011,New Temp. Residents,,17540.00000
4811061,Edmonton,2012,New Temp. Residents,,19765.00000
4811061,Edmonton,2013,New Temp. Residents,,21115.00000
4811061,Edmonton,2014,New Temp. Residents,,22580.00000
4806017,Chestermere,2014,New Temp. Residents,,75.00000
4806017,Chestermere,2001,New Temp. Residents,,0.00000
4806017,Chestermere,2002,New Temp. Residents,,0.00000
4806017,Chestermere,2003,New Temp. Residents,,0.00000
4806017,Chestermere,2004,New Temp. Residents,,15.00000
4806017,Chestermere,2005,New Temp. Residents,,15.00000
4806017,Chestermere,2006,New Temp. Residents,,15.00000
4806017,Chestermere,2007,New Temp. Residents,,15.00000
4806017,Chestermere,2008,New Temp. Residents,,40.00000
4806017,Chestermere,2009,New Temp. Residents,,60.00000
4806017,Chestermere,2010,New Temp. Residents,,60.00000
4806017,Chestermere,2011,New Temp. Residents,,80.00000
4806017,Chestermere,2012,New Temp. Residents,,100.00000
4806017,Chestermere,2013,New Temp. Residents,,95.00000
4802012,Lethbridge,2001,New Temp. Residents,,470.00000
4802012,Lethbridge,2002,New Temp. Residents,,470.00000
4802012,Lethbridge,2003,New Temp. Residents,,520.00000
4802012,Lethbridge,2004,New Temp. Residents,,670.00000
